//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Opt	Exe	Anc	1	2	3	4	5
//============================================================================================================
0	26	0	0	1	0	1	1	0	255	255	255	255	255	//Flameberge
0	27	0	0	1	0	1	1	0	255	255	255	255	255	//Sword Breaker
0	28	0	0	1	0	1	1	0	255	255	255	255	255	//Rune Bastard Sword
0	34	0	0	1	0	1	1	0	255	255	255	255	255	//Piercing Blade Glove
2	16	0	0	1	0	1	1	0	255	255	255	255	255	//Frost Mace
2	17	0	0	1	0	1	1	0	255	255	255	255	255	//Absolute Scepter
4	23	0	0	1	0	1	1	0	255	255	255	255	255	//Dark Stinger Bow
5	30	0	0	0	0	1	1	0	255	255	255	255	255	//Deadly Staff
5	31	0	0	0	0	1	1	0	255	255	255	255	255	//Imperial Staff
5	32	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Staff
6	17	0	0	1	0	1	1	0	255	255	255	255	255	//Crimson Glory Shield
6	18	0	0	1	0	1	1	0	255	255	255	255	255	//Salamander Shield
6	19	0	0	1	0	1	1	0	255	255	255	255	255	//Frost Barrier Shield
6	20	0	0	1	0	1	1	0	255	255	255	255	255	//Guardian Shield
7	45	0	0	0	0	1	1	0	255	255	255	255	255	//Titan Helm
8	45	0	0	0	0	1	1	0	255	255	255	255	255	//Titan Armor
9	45	0	0	0	0	1	1	0	255	255	255	255	255	//Titan Pants
10	45	0	0	0	0	1	1	0	255	255	255	255	255	//Titan Gloves
11	45	0	0	0	0	1	1	0	255	255	255	255	255	//Titan Boots
7	46	0	0	0	0	1	1	0	255	255	255	255	255	//Brave Helm
8	46	0	0	0	0	1	1	0	255	255	255	255	255	//Brave Armor
9	46	0	0	0	0	1	1	0	255	255	255	255	255	//Brave Pants
10	46	0	0	0	0	1	1	0	255	255	255	255	255	//Brave Gloves
11	46	0	0	0	0	1	1	0	255	255	255	255	255	//Brave Boots
8	47	0	0	0	0	1	1	0	255	255	255	255	255	//Phantom Armor
9	47	0	0	0	0	1	1	0	255	255	255	255	255	//Phantom Pants
10	47	0	0	0	0	1	1	0	255	255	255	255	255	//Phantom Gloves
11	47	0	0	0	0	1	1	0	255	255	255	255	255	//Phantom Boots
8	48	0	0	0	0	1	1	0	255	255	255	255	255	//Destroyer Armor
9	48	0	0	0	0	1	1	0	255	255	255	255	255	//Destroyer Pants
10	48	0	0	0	0	1	1	0	255	255	255	255	255	//Destroyer Gloves
11	48	0	0	0	0	1	1	0	255	255	255	255	255	//Destroyer Boots
7	49	0	0	0	0	1	1	0	255	255	255	255	255	//Seraphim Helm
8	49	0	0	0	0	1	1	0	255	255	255	255	255	//Seraphim Armor
9	49	0	0	0	0	1	1	0	255	255	255	255	255	//Seraphim Pants
10	49	0	0	0	0	1	1	0	255	255	255	255	255	//Seraphim Gloves
11	49	0	0	0	0	1	1	0	255	255	255	255	255	//Seraphim Boots
7	50	0	0	0	0	1	1	0	255	255	255	255	255	//Faith Helm
8	50	0	0	0	0	1	1	0	255	255	255	255	255	//Faith Armor
9	50	0	0	0	0	1	1	0	255	255	255	255	255	//Faith Pants
10	50	0	0	0	0	1	1	0	255	255	255	255	255	//Faith Gloves
11	50	0	0	0	0	1	1	0	255	255	255	255	255	//Faith Boots
7	51	0	0	0	0	1	1	0	255	255	255	255	255	//Royal Mask
8	51	0	0	0	0	1	1	0	255	255	255	255	255	//Royal Armor
9	51	0	0	0	0	1	1	0	255	255	255	255	255	//Royal Pants
10	51	0	0	0	0	1	1	0	255	255	255	255	255	//Royal Gloves
11	51	0	0	0	0	1	1	0	255	255	255	255	255	//Royal Boots
7	52	0	0	0	0	1	1	0	255	255	255	255	255	//Hades Helm
8	52	0	0	0	0	1	1	0	255	255	255	255	255	//Hades Armor
9	52	0	0	0	0	1	1	0	255	255	255	255	255	//Hades Pants
10	52	0	0	0	0	1	1	0	255	255	255	255	255	//Hades Gloves
11	52	0	0	0	0	1	1	0	255	255	255	255	255	//Hades Boots
7	53	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Helm
8	53	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Armor
9	53	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Pants
10	53	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Gloves
11	53	0	0	0	0	1	1	0	255	255	255	255	255	//Merlin Boots
7	61	0	0	0	0	1	1	0	255	255	255	255	255	//Piercing Helm
8	61	0	0	0	0	1	1	0	255	255	255	255	255	//Piercing Armor
9	61	0	0	0	0	1	1	0	255	255	255	255	255	//Piercing Pants
11	61	0	0	0	0	1	1	0	255	255	255	255	255	//Piercing Boots
