//========================================================================//
// # Information: Weapons Merchant Zienna.				# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
7	1	3	0	0	1	1	0	0	255	255	255	255	255	//Dragon Helm
8	1	3	0	0	1	1	0	0	255	255	255	255	255	//Dragon Armor
9	1	3	0	0	1	1	0	0	255	255	255	255	255	//Dragon Pants
10	1	3	0	0	1	1	0	0	255	255	255	255	255	//Dragon Gloves
11	1	3	0	0	1	1	0	0	255	255	255	255	255	//Dragon Boots
0	9	3	0	1	1	1	0	0	255	255	255	255	255	//Sword of Salamander
0	11	3	0	1	1	1	0	0	255	255	255	255	255	//Legendary Sword
0	15	3	0	1	1	1	0	0	255	255	255	255	255	//Giant Sword
0	13	3	0	1	1	1	0	0	255	255	255	255	255	//Double Blade
0	12	3	0	1	1	1	0	0	255	255	255	255	255	//Heliacal Sword
0	14	3	0	1	1	1	0	0	255	255	255	255	255	//Lightning Sword
4	12	3	0	1	1	1	0	0	255	255	255	255	255	//Serpent Crossbow
3	8	3	0	1	1	1	0	0	255	255	255	255	255	//Great Scythe
3	9	3	0	1	1	1	0	0	255	255	255	255	255	//Bill of Balrog
4	5	3	0	1	1	1	0	0	255	255	255	255	255	//Silver Bow
4	13	3	0	1	1	1	0	0	255	255	255	255	255	//Bluewing Crossbow
end
