//========================================================================//
// # Information: Wandering Merchant.					# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
14	1	0	150	0	0	0	0	0	255	255	255	255	255	//Small Healing Potion
14	2	0	150	0	0	0	0	0	255	255	255	255	255	//Healing Potion
14	3	0	150	0	0	0	0	0	255	255	255	255	255	//Large Healing Potion
14	4	0	150	0	0	0	0	0	255	255	255	255	255	//Small Mana Potion
14	5	0	150	0	0	0	0	0	255	255	255	255	255	//Mana Potion
14	6	0	150	0	0	0	0	0	255	255	255	255	255	//Large Mana Potion
14	1	1	50	0	0	0	0	0	255	255	255	255	255	//Small Healing Potion
14	2	1	50	0	0	0	0	0	255	255	255	255	255	//Healing Potion
14	3	1	50	0	0	0	0	0	255	255	255	255	255	//Large Healing Potion
14	4	1	50	0	0	0	0	0	255	255	255	255	255	//Small Mana Potion
14	5	1	50	0	0	0	0	0	255	255	255	255	255	//Mana Potion
14	6	1	50	0	0	0	0	0	255	255	255	255	255	//Large Mana Potion
14	8	1	15	0	0	0	0	0	255	255	255	255	255	//Antidote
4	7	2	255	0	0	0	0	0	255	255	255	255	255	//Bolts
4	15	2	255	0	0	0	0	0	255	255	255	255	255	//Arrows
13	29	0	0	0	0	0	0	0	255	255	255	255	255	//Armor of Guardman
14	10	0	0	0	0	0	0	0	255	255	255	255	255	//Town Portal Scroll
14	9	0	0	0	0	0	0	0	255	255	255	255	255	//Alcohol
13	7	0	0	0	0	0	0	0	255	255	255	255	255	//Contract (Summon)
13	7	1	0	0	0	0	0	0	255	255	255	255	255	//Contract (Summon)
14	9	1	0	0	0	0	0	0	255	255	255	255	255	//Olive of Love
end
