//========================================================================//
// # Information: Pasi the Mage.					# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
15	3	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Fire Ball
15	10	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Power Wave
15	2	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Lightning
15	1	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Meteorite
15	5	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Teleport
15	6	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Ice
15	0	0	0	0	0	0	0	0	255	255	255	255	255	//Scroll of Poison
7	2	3	0	0	1	1	0	0	255	255	255	255	255	//Pad Helm
8	2	3	0	0	1	1	0	0	255	255	255	255	255	//Pad Armor
9	2	3	0	0	1	1	0	0	255	255	255	255	255	//Pad Pants
10	2	3	0	0	1	1	0	0	255	255	255	255	255	//Pad Gloves
11	2	3	0	0	1	1	0	0	255	255	255	255	255	//Pad Boots
7	4	3	0	0	1	1	0	0	255	255	255	255	255	//Bone Helm
8	4	3	0	0	1	1	0	0	255	255	255	255	255	//Bone Armor
9	4	3	0	0	1	1	0	0	255	255	255	255	255	//Bone Pants
10	4	3	0	0	1	1	0	0	255	255	255	255	255	//Bone Gloves
11	4	3	0	0	1	1	0	0	255	255	255	255	255	//Bone Boots
7	7	3	0	0	1	1	0	0	255	255	255	255	255	//Sphinx Mask
8	7	3	0	0	1	1	0	0	255	255	255	255	255	//Sphinx Armor
9	7	3	0	0	1	1	0	0	255	255	255	255	255	//Sphinx Pants
10	7	3	0	0	1	1	0	0	255	255	255	255	255	//Sphinx Gloves
11	7	3	0	0	1	1	0	0	255	255	255	255	255	//Sphinx Boots
5	3	3	0	0	1	1	0	0	255	255	255	255	255	//Thunder Staff
5	0	3	0	0	1	1	0	0	255	255	255	255	255	//Skull Staff
5	1	3	0	0	1	1	0	0	255	255	255	255	255	//Angelic Staff
5	2	3	0	0	1	1	0	0	255	255	255	255	255	//Serpent Staff
end
