//========================================================================//
// # Information: Hanzo the Black Smith.				# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
6	0	3	0	0	1	1	0	0	255	255	255	255	255	//Small Shield
6	4	3	0	0	1	1	0	0	255	255	255	255	255	//Buckler
6	1	3	0	1	1	1	0	0	255	255	255	255	255	//Horn Shield
6	2	3	0	1	1	1	0	0	255	255	255	255	255	//Kite Shield
6	6	3	0	1	1	1	0	0	255	255	255	255	255	//Skull Shield
6	10	3	0	1	1	1	0	0	255	255	255	255	255	//Large Round Shield
6	9	3	0	1	1	1	0	0	255	255	255	255	255	//Plate Shield
6	7	3	0	1	1	1	0	0	255	255	255	255	255	//Spiked Shield
6	5	3	0	1	1	1	0	0	255	255	255	255	255	//Dragon Slayer Shield
6	8	3	0	1	1	1	0	0	255	255	255	255	255	//Tower Shield
6	11	3	0	1	1	1	0	0	255	255	255	255	255	//Serpent Shield
6	12	3	0	1	1	1	0	0	255	255	255	255	255	//Bronze Shield
0	1	3	0	0	1	1	0	0	255	255	255	255	255	//Short Sword
1	1	3	0	0	1	1	0	0	255	255	255	255	255	//Hand Axe
2	0	3	0	0	1	1	0	0	255	255	255	255	255	//Mace
0	2	3	0	0	1	1	0	0	255	255	255	255	255	//Rapier
1	2	3	0	1	1	1	0	0	255	255	255	255	255	//Double Axe
0	4	3	0	1	1	1	0	0	255	255	255	255	255	//Sword of Assassin
2	1	3	0	1	1	1	0	0	255	255	255	255	255	//Morning Star
1	3	3	0	1	1	1	0	0	255	255	255	255	255	//Tomahawk
0	0	3	0	0	1	1	0	0	255	255	255	255	255	//Kris
0	6	3	0	1	1	1	0	0	255	255	255	255	255	//Gladius
0	7	3	0	1	1	1	0	0	255	255	255	255	255	//Falchion
0	8	3	0	1	1	1	0	0	255	255	255	255	255	//Serpent Sword
0	5	3	0	1	1	1	0	0	255	255	255	255	255	//Blade
12	13	0	0	0	0	0	0	0	255	255	255	255	255	//Orb of Impale
end
