//========================================================================//
// # Information: Elf Lala.						# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
14	1	0	150	0	0	0	0	0	255	255	255	255	255	//Small Healing Potion
14	2	0	150	0	0	0	0	0	255	255	255	255	255	//Healing Potion
14	3	0	150	0	0	0	0	0	255	255	255	255	255	//Large Healing Potion
14	4	0	150	0	0	0	0	0	255	255	255	255	255	//Small Mana Potion
14	5	0	150	0	0	0	0	0	255	255	255	255	255	//Mana Potion
14	6	0	150	0	0	0	0	0	255	255	255	255	255	//Large Mana Potion
14	1	1	50	0	0	0	0	0	255	255	255	255	255	//Small Healing Potion
14	2	1	50	0	0	0	0	0	255	255	255	255	255	//Healing Potion
14	3	1	50	0	0	0	0	0	255	255	255	255	255	//Large Healing Potion
14	4	1	50	0	0	0	0	0	255	255	255	255	255	//Small Mana Potion
14	5	1	50	0	0	0	0	0	255	255	255	255	255	//Mana Potion
14	6	1	50	0	0	0	0	0	255	255	255	255	255	//Large Mana Potion
14	8	1	15	0	0	0	0	0	255	255	255	255	255	//Antidote
4	7	2	255	0	0	0	0	0	255	255	255	255	255	//Bolts
4	15	2	255	0	0	0	0	0	255	255	255	255	255	//Arrows
14	10	0	0	0	0	0	0	0	255	255	255	255	255	//Town Portal Scroll
14	9	0	0	0	0	0	0	0	255	255	255	255	255	//Alcohol
12	8	0	0	0	0	0	0	0	255	255	255	255	255	//Orb of Healing
12	9	0	0	0	0	0	0	0	255	255	255	255	255	//Orb of Greater Defense
12	10	0	0	0	0	0	0	0	255	255	255	255	255	//Orb of Greater Damage
12	11	0	0	0	0	0	0	0	255	255	255	255	255	//Orb of Summoning
12	11	1	0	0	0	0	0	0	255	255	255	255	255	//Orb of Summoning
12	11	2	0	0	0	0	0	0	255	255	255	255	255	//Orb of Summoning
12	11	3	0	0	0	0	0	0	255	255	255	255	255	//Orb of Summoning
12	11	4	0	0	0	0	0	0	255	255	255	255	255	//Orb of Summoning
7	10	3	0	0	1	1	0	0	255	255	255	255	255	//Vine Helm
8	10	3	0	0	1	1	0	0	255	255	255	255	255	//Vine Armor
9	10	3	0	0	1	1	0	0	255	255	255	255	255	//Vine Pants
10	10	3	0	0	1	1	0	0	255	255	255	255	255	//Vine Gloves
11	10	3	0	0	1	1	0	0	255	255	255	255	255	//Vine Boots
7	11	3	0	0	1	1	0	0	255	255	255	255	255	//Silk Helm
8	11	3	0	0	1	1	0	0	255	255	255	255	255	//Silk Armor
9	11	3	0	0	1	1	0	0	255	255	255	255	255	//Silk Pants
10	11	3	0	0	1	1	0	0	255	255	255	255	255	//Silk Gloves
11	11	3	0	0	1	1	0	0	255	255	255	255	255	//Silk Boots
7	12	3	0	0	1	1	0	0	255	255	255	255	255	//Wind Helm
8	12	3	0	0	1	1	0	0	255	255	255	255	255	//Wind Armor
9	12	3	0	0	1	1	0	0	255	255	255	255	255	//Wind Pants
10	12	3	0	0	1	1	0	0	255	255	255	255	255	//Wind Gloves
11	12	3	0	0	1	1	0	0	255	255	255	255	255	//Wind Boots
end
