//========================================================================//
// # Information: Eo the Crafstman.					# //
//========================================================================//

//============================================================================================================
//Item	Item	Item	Item	Is	Is	Is	Is	Is	Socket	Socket	Socket	Socket	Socket
//Type	Index	Level	Dur	Skill	Luck	Option	Exc	Ancinet	1	2	3	4	5
//============================================================================================================
7	13	3	0	0	1	1	0	0	255	255	255	255	255	//Spirit Helm
8	13	3	0	0	1	1	0	0	255	255	255	255	255	//Spirit Armor
9	13	3	0	0	1	1	0	0	255	255	255	255	255	//Spirit Pants
10	13	3	0	0	1	1	0	0	255	255	255	255	255	//Spirit Gloves
11	13	3	0	0	1	1	0	0	255	255	255	255	255	//Spirit Boots
7	14	3	0	0	1	1	0	0	255	255	255	255	255	//Guardian Helm
8	14	3	0	0	1	1	0	0	255	255	255	255	255	//Guardian Armor
9	14	3	0	0	1	1	0	0	255	255	255	255	255	//Guardian Pants
10	14	3	0	0	1	1	0	0	255	255	255	255	255	//Guardian Gloves
11	14	3	0	0	1	1	0	0	255	255	255	255	255	//Guardian Boots
4	8	3	0	1	1	1	0	0	255	255	255	255	255	//Crossbow
4	9	3	0	1	1	1	0	0	255	255	255	255	255	//Golden Crossbow
4	0	3	0	1	1	1	0	0	255	255	255	255	255	//Short Bow
4	1	3	0	1	1	1	0	0	255	255	255	255	255	//Bow
4	2	3	0	1	1	1	0	0	255	255	255	255	255	//Elven Bow
4	3	3	0	1	1	1	0	0	255	255	255	255	255	//Battle Bow
4	11	3	0	1	1	1	0	0	255	255	255	255	255	//Light Crossbow
4	4	3	0	1	1	1	0	0	255	255	255	255	255	//Tiger Bow
4	10	3	0	1	1	1	0	0	255	255	255	255	255	//Arquebus
6	3	3	0	1	1	1	0	0	255	255	255	255	255	//Elven Shield
end
